order_id,customer_id,product_name,category,order_date,unit_price,quantity,total_amount
374,CUST_059,iPhone 14,Electronics,2023-11-21,1033.86,1,1033.86
375,CUST_012,Jeans,Clothing,2023-10-03,71.15,2,142.3
376,CUST_043,MacBook Pro,Electronics,2023-05-06,1372.33,1,1372.33
377,CUST_057,Python Programming Book,Books,2023-02-08,40.34,3,121.02
378,CUST_023,T-Shirt,Clothing,2023-10-21,20.29,3,60.87
379,CUST_045,MacBook Pro,Electronics,2023-11-04,1421.1,2,2842.2
380,CUST_008,iPhone 14,Electronics,2023-12-07,1069.03,3,3207.09
381,CUST_096,Jeans,Clothing,2023-12-24,52.24,3,156.72
382,CUST_034,Coffee Maker,Home & Kitchen,2023-07-12,105.99,3,317.97
383,CUST_074,MacBook Pro,Electronics,2023-04-24,1472.04,1,1472.04
384,CUST_047,iPhone 14,Electronics,2023-08-20,1172.37,3,3517.11
385,CUST_046,iPhone 14,Electronics,2023-10-16,1176.34,3,3529.02
386,CUST_014,Jeans,Clothing,2023-02-22,50.55,1,50.55
387,CUST_092,Blender,Home & Kitchen,2023-07-11,59.53,3,178.59
388,CUST_041,Yoga Mat,Sports,2023-03-30,30.79,1,30.79
389,CUST_075,MacBook Pro,Electronics,2023-11-20,1437.89,1,1437.89
390,CUST_004,AirPods,Electronics,2023-04-12,208.89,2,417.78
391,CUST_013,AirPods,Electronics,2023-10-06,202.87,1,202.87
392,CUST_088,Coffee Maker,Home & Kitchen,2023-11-06,83.81,1,83.81
393,CUST_065,Face Cream,Beauty,2023-03-17,20.5,3,61.5
394,CUST_019,Yoga Mat,Sports,2023-11-12,26.84,1,26.84
395,CUST_035,Face Cream,Beauty,2023-04-12,20.82,3,62.46
396,CUST_078,MacBook Pro,Electronics,2023-11-26,1300.22,2,2600.44
397,CUST_085,Python Programming Book,Books,2023-10-09,39.66,2,79.32
398,CUST_093,Yoga Mat,Sports,2023-06-03,28.78,1,28.78
399,CUST_037,T-Shirt,Clothing,2023-10-27,23.93,3,71.79
400,CUST_087,MacBook Pro,Electronics,2023-11-22,1311.03,3,3933.09
401,CUST_021,Coffee Maker,Home & Kitchen,2023-04-17,74.56,3,223.68
402,CUST_015,T-Shirt,Clothing,2023-10-08,23.79,3,71.37
403,CUST_068,Blender,Home & Kitchen,2023-10-04,42.02,3,126.06
404,CUST_068,AirPods,Electronics,2023-02-21,187.93,2,375.86
405,CUST_018,iPhone 14,Electronics,2023-01-02,965.41,1,965.41
406,CUST_089,Coffee Maker,Home & Kitchen,2023-12-16,102.93,3,308.79
407,CUST_039,Coffee Maker,Home & Kitchen,2023-06-08,75.84,3,227.52
408,CUST_042,Python Programming Book,Books,2023-10-25,44.88,2,89.76
409,CUST_001,Python Programming Book,Books,2023-06-21,42.12,1,42.12
410,CUST_013,Jeans,Clothing,2023-04-28,62.23,2,124.46
411,CUST_026,Face Cream,Beauty,2023-01-09,18.88,2,37.76
412,CUST_042,Python Programming Book,Books,2023-03-13,35.78,1,35.78
413,CUST_037,MacBook Pro,Electronics,2023-03-09,1482.6,3,4447.8
414,CUST_039,Yoga Mat,Sports,2023-07-21,33.19,2,66.38
415,CUST_074,Jeans,Clothing,2023-08-30,53.64,3,160.92
416,CUST_098,Coffee Maker,Home & Kitchen,2023-06-10,75.44,1,75.44
417,CUST_048,AirPods,Electronics,2023-10-20,183.35,3,550.05
418,CUST_010,Yoga Mat,Sports,2023-03-19,25.69,2,51.38
419,CUST_064,Coffee Maker,Home & Kitchen,2023-10-18,96.32,1,96.32
420,CUST_042,Coffee Maker,Home & Kitchen,2023-05-05,96.92,1,96.92
421,CUST_024,AirPods,Electronics,2023-07-07,168.27,2,336.54
422,CUST_032,T-Shirt,Clothing,2023-06-16,28.93,1,28.93
423,CUST_003,Python Programming Book,Books,2023-03-14,35.62,1,35.62
424,CUST_041,iPhone 14,Electronics,2023-07-15,1067.83,2,2135.66
425,CUST_044,Jeans,Clothing,2023-01-27,62.22,2,124.44
426,CUST_067,Face Cream,Beauty,2023-10-27,17.51,3,52.53
427,CUST_002,MacBook Pro,Electronics,2023-08-03,1330.04,2,2660.08
428,CUST_098,T-Shirt,Clothing,2023-10-13,25.61,2,51.22
429,CUST_036,Yoga Mat,Sports,2023-11-29,30.42,3,91.26
430,CUST_062,Yoga Mat,Sports,2023-06-07,33.06,3,99.18
431,CUST_017,T-Shirt,Clothing,2023-05-16,29.26,3,87.78
432,CUST_023,AirPods,Electronics,2023-12-14,215.45,2,430.9
433,CUST_065,Jeans,Clothing,2023-05-01,54.16,2,108.32
434,CUST_072,iPhone 14,Electronics,2023-08-19,1130.42,1,1130.42
435,CUST_038,T-Shirt,Clothing,2023-08-14,22.26,1,22.26
436,CUST_066,Jeans,Clothing,2023-12-27,70.48,2,140.96
437,CUST_073,AirPods,Electronics,2023-11-27,176.19,2,352.38
438,CUST_068,Blender,Home & Kitchen,2023-11-07,55.71,3,167.13
439,CUST_015,Jeans,Clothing,2023-12-08,60.02,2,120.04
440,CUST_049,Blender,Home & Kitchen,2023-02-11,52.55,2,105.1
441,CUST_030,Face Cream,Beauty,2023-08-04,21.76,2,43.52
442,CUST_067,Coffee Maker,Home & Kitchen,2023-12-02,74.9,2,149.8
443,CUST_021,MacBook Pro,Electronics,2023-06-12,1401.36,3,4204.08
444,CUST_082,T-Shirt,Clothing,2023-07-25,26.4,2,52.8
445,CUST_025,Blender,Home & Kitchen,2023-10-08,58.44,1,58.44
446,CUST_014,Blender,Home & Kitchen,2023-11-17,43.49,2,86.98
447,CUST_003,Jeans,Clothing,2023-01-25,49.63,2,99.26
448,CUST_098,T-Shirt,Clothing,2023-01-25,25.49,1,25.49
449,CUST_032,T-Shirt,Clothing,2023-05-08,22.77,2,45.54
450,CUST_063,MacBook Pro,Electronics,2023-06-09,1119.04,3,3357.12
451,CUST_005,Yoga Mat,Sports,2023-09-23,29.81,2,59.62
452,CUST_050,Python Programming Book,Books,2023-09-10,47.73,3,143.19
453,CUST_083,Jeans,Clothing,2023-04-09,66.77,1,66.77
454,CUST_007,iPhone 14,Electronics,2023-03-21,891.55,3,2674.65
455,CUST_052,T-Shirt,Clothing,2023-08-09,24.25,2,48.5
456,CUST_063,AirPods,Electronics,2023-04-26,181.83,3,545.49
457,CUST_086,Coffee Maker,Home & Kitchen,2023-01-14,85.93,1,85.93
458,CUST_005,MacBook Pro,Electronics,2023-07-02,1290.29,2,2580.58
459,CUST_079,Face Cream,Beauty,2023-05-29,17.09,3,51.27
460,CUST_039,Jeans,Clothing,2023-03-06,53.78,2,107.56
461,CUST_085,MacBook Pro,Electronics,2023-06-30,1538.97,1,1538.97
462,CUST_036,Jeans,Clothing,2023-07-07,51.57,3,154.71
463,CUST_068,T-Shirt,Clothing,2023-02-03,24.75,2,49.5
464,CUST_093,Jeans,Clothing,2023-02-11,69.4,2,138.8
465,CUST_064,Python Programming Book,Books,2023-01-17,47.07,1,47.07
466,CUST_002,iPhone 14,Electronics,2023-03-01,1172.12,2,2344.24
467,CUST_060,Jeans,Clothing,2023-08-20,59.88,3,179.64
468,CUST_008,Python Programming Book,Books,2023-08-02,41.81,1,41.81
469,CUST_060,Python Programming Book,Books,2023-12-09,34.39,1,34.39
470,CUST_032,Jeans,Clothing,2023-03-28,48.9,1,48.9
471,CUST_087,iPhone 14,Electronics,2023-02-12,1120.84,1,1120.84
472,CUST_099,iPhone 14,Electronics,2023-06-01,1003.42,1,1003.42
473,CUST_058,T-Shirt,Clothing,2023-08-16,29.41,3,88.23
474,CUST_028,Face Cream,Beauty,2023-02-20,20.39,1,20.39
475,CUST_096,Face Cream,Beauty,2023-01-08,16.65,2,33.3
476,CUST_092,Python Programming Book,Books,2023-12-03,47.6,1,47.6
477,CUST_079,T-Shirt,Clothing,2023-02-18,22.6,2,45.2
478,CUST_041,Face Cream,Beauty,2023-08-05,16.33,3,48.99
479,CUST_010,T-Shirt,Clothing,2023-05-29,29.79,3,89.37
480,CUST_013,MacBook Pro,Electronics,2023-06-30,1062.73,3,3188.19
481,CUST_017,Yoga Mat,Sports,2023-07-02,28.5,1,28.5
482,CUST_078,Face Cream,Beauty,2023-05-04,17.3,1,17.3
483,CUST_030,AirPods,Electronics,2023-08-01,144.91,2,289.82
484,CUST_021,Coffee Maker,Home & Kitchen,2023-05-02,102.46,3,307.38
485,CUST_047,Jeans,Clothing,2023-01-18,53.3,1,53.3
486,CUST_008,Python Programming Book,Books,2023-10-29,44.41,2,88.82
487,CUST_096,Blender,Home & Kitchen,2023-07-22,59.68,2,119.36
488,CUST_022,MacBook Pro,Electronics,2023-12-14,1108.49,2,2216.98
489,CUST_079,MacBook Pro,Electronics,2023-10-10,1293.95,3,3881.85
490,CUST_023,Blender,Home & Kitchen,2023-03-29,55.15,3,165.45
491,CUST_097,AirPods,Electronics,2023-07-03,151.62,3,454.86
492,CUST_023,Coffee Maker,Home & Kitchen,2023-01-30,103.57,3,310.71
493,CUST_008,Face Cream,Beauty,2023-12-28,21.92,1,21.92
494,CUST_003,AirPods,Electronics,2023-04-14,191.33,2,382.66
495,CUST_089,Jeans,Clothing,2023-01-10,62.77,2,125.54
496,CUST_027,Yoga Mat,Sports,2023-03-07,30.45,1,30.45
497,CUST_036,Face Cream,Beauty,2023-03-27,22.71,2,45.42
498,CUST_012,Yoga Mat,Sports,2023-07-28,33.09,2,66.18
499,CUST_020,AirPods,Electronics,2023-03-16,165.99,3,497.97
500,CUST_056,Jeans,Clothing,2023-07-30,56.83,2,113.66
501,CUST_004,Face Cream,Beauty,2023-01-20,20.73,2,41.46
502,CUST_037,Jeans,Clothing,2023-08-18,64.68,2,129.36
503,CUST_021,Blender,Home & Kitchen,2023-07-21,47.1,2,94.2
504,CUST_057,iPhone 14,Electronics,2023-01-20,1149.69,3,3449.07
505,CUST_093,AirPods,Electronics,2023-01-14,185.75,1,185.75
506,CUST_055,Python Programming Book,Books,2023-09-11,41.58,2,83.16
507,CUST_019,AirPods,Electronics,2023-06-08,189.82,1,189.82
508,CUST_083,Face Cream,Beauty,2023-06-01,17.67,2,35.34
509,CUST_100,AirPods,Electronics,2023-07-11,154.61,1,154.61
510,CUST_055,Coffee Maker,Home & Kitchen,2023-04-23,75.18,1,75.18
511,CUST_092,Yoga Mat,Sports,2023-09-08,31.7,2,63.4
512,CUST_017,T-Shirt,Clothing,2023-07-17,21.17,3,63.51
513,CUST_070,Coffee Maker,Home & Kitchen,2023-02-16,106.2,1,106.2
514,CUST_069,Face Cream,Beauty,2023-03-02,17.31,2,34.62
515,CUST_094,Blender,Home & Kitchen,2023-09-11,53.94,1,53.94
516,CUST_051,AirPods,Electronics,2023-09-02,205.39,2,410.78
517,CUST_026,Jeans,Clothing,2023-03-10,58.43,1,58.43
518,CUST_064,T-Shirt,Clothing,2023-09-18,26.3,2,52.6
519,CUST_039,Python Programming Book,Books,2023-05-09,32.1,1,32.1
520,CUST_041,Yoga Mat,Sports,2023-07-01,35.06,3,105.18
521,CUST_089,Jeans,Clothing,2023-02-05,54.78,2,109.56
522,CUST_030,Coffee Maker,Home & Kitchen,2023-12-08,81.91,3,245.73
523,CUST_014,Face Cream,Beauty,2023-04-30,19.42,2,38.84
524,CUST_089,Blender,Home & Kitchen,2023-07-24,49.74,1,49.74
525,CUST_056,T-Shirt,Clothing,2023-04-17,29.05,2,58.1
526,CUST_057,T-Shirt,Clothing,2023-01-21,24.1,2,48.2
527,CUST_007,MacBook Pro,Electronics,2023-03-11,1540.95,3,4622.85
528,CUST_015,Jeans,Clothing,2023-07-18,67.86,2,135.72
529,CUST_014,Jeans,Clothing,2023-11-09,71.5,2,143.0
530,CUST_069,Coffee Maker,Home & Kitchen,2023-05-11,78.87,2,157.74
531,CUST_049,Jeans,Clothing,2023-12-11,52.38,1,52.38
532,CUST_033,Jeans,Clothing,2023-06-27,54.01,3,162.03
533,CUST_071,Coffee Maker,Home & Kitchen,2023-03-27,90.83,1,90.83
534,CUST_061,MacBook Pro,Electronics,2023-03-02,1322.11,2,2644.22
535,CUST_039,iPhone 14,Electronics,2023-03-27,1045.15,1,1045.15
536,CUST_070,iPhone 14,Electronics,2023-04-08,866.3,2,1732.6
537,CUST_002,Yoga Mat,Sports,2023-01-22,25.16,2,50.32
538,CUST_016,Coffee Maker,Home & Kitchen,2023-05-05,82.45,2,164.9
539,CUST_040,Face Cream,Beauty,2023-10-21,16.41,3,49.23
540,CUST_063,Coffee Maker,Home & Kitchen,2023-02-18,77.92,1,77.92
541,CUST_068,Python Programming Book,Books,2023-08-02,42.54,1,42.54
542,CUST_092,Yoga Mat,Sports,2023-09-27,33.0,2,66.0
543,CUST_063,Yoga Mat,Sports,2023-03-07,28.11,2,56.22
544,CUST_044,Face Cream,Beauty,2023-04-07,16.84,3,50.52
545,CUST_052,Yoga Mat,Sports,2023-10-06,28.56,3,85.68
546,CUST_019,AirPods,Electronics,2023-07-16,158.66,3,475.98
547,CUST_074,Python Programming Book,Books,2023-01-08,41.23,1,41.23
548,CUST_085,Coffee Maker,Home & Kitchen,2023-03-13,86.25,1,86.25
549,CUST_048,Python Programming Book,Books,2023-08-26,34.52,2,69.04
550,CUST_084,MacBook Pro,Electronics,2023-09-25,1359.0,3,4077.0
551,CUST_003,MacBook Pro,Electronics,2023-10-10,1551.42,3,4654.26
552,CUST_033,iPhone 14,Electronics,2023-08-08,873.68,3,2621.04
553,CUST_032,Jeans,Clothing,2023-06-25,62.76,2,125.52
554,CUST_019,Yoga Mat,Sports,2023-02-01,30.05,3,90.15
555,CUST_016,Coffee Maker,Home & Kitchen,2023-05-09,96.03,1,96.03
556,CUST_013,T-Shirt,Clothing,2023-06-11,29.79,2,59.58
557,CUST_059,Jeans,Clothing,2023-09-04,50.22,1,50.22
558,CUST_068,T-Shirt,Clothing,2023-10-08,22.09,2,44.18
559,CUST_005,Yoga Mat,Sports,2023-08-15,30.48,2,60.96
560,CUST_083,Yoga Mat,Sports,2023-03-01,34.8,3,104.4
561,CUST_073,Python Programming Book,Books,2023-08-01,45.1,2,90.2
562,CUST_076,Face Cream,Beauty,2023-10-13,16.9,1,16.9
563,CUST_090,iPhone 14,Electronics,2023-07-09,968.04,1,968.04
564,CUST_034,AirPods,Electronics,2023-02-10,157.76,3,473.28
565,CUST_075,Blender,Home & Kitchen,2023-10-06,56.82,1,56.82
566,CUST_011,AirPods,Electronics,2023-12-16,153.08,1,153.08
567,CUST_016,AirPods,Electronics,2023-03-07,156.58,3,469.74
568,CUST_073,iPhone 14,Electronics,2023-05-28,911.7,3,2735.1
569,CUST_063,T-Shirt,Clothing,2023-03-08,25.12,2,50.24
570,CUST_038,Jeans,Clothing,2023-05-23,66.3,3,198.9
571,CUST_053,T-Shirt,Clothing,2023-10-29,29.02,2,58.04
572,CUST_017,Yoga Mat,Sports,2023-02-08,24.7,3,74.1
573,CUST_079,AirPods,Electronics,2023-07-29,206.93,1,206.93
574,CUST_091,MacBook Pro,Electronics,2023-04-01,1279.38,2,2558.76
575,CUST_100,AirPods,Electronics,2023-11-24,214.32,3,642.96
576,CUST_078,iPhone 14,Electronics,2023-03-25,968.57,1,968.57
577,CUST_014,Blender,Home & Kitchen,2023-06-03,42.54,3,127.62
578,CUST_083,AirPods,Electronics,2023-04-20,198.27,3,594.81
579,CUST_073,T-Shirt,Clothing,2023-10-11,29.62,1,29.62
580,CUST_063,Coffee Maker,Home & Kitchen,2023-03-14,82.13,1,82.13
581,CUST_047,Blender,Home & Kitchen,2023-04-30,50.8,1,50.8
582,CUST_040,Yoga Mat,Sports,2023-10-13,29.62,1,29.62
583,CUST_089,Jeans,Clothing,2023-05-22,53.42,3,160.26
584,CUST_078,Yoga Mat,Sports,2023-08-10,34.82,3,104.46
585,CUST_008,Yoga Mat,Sports,2023-01-02,31.11,1,31.11
586,CUST_041,Coffee Maker,Home & Kitchen,2023-04-30,102.16,1,102.16
587,CUST_048,AirPods,Electronics,2023-06-07,215.66,3,646.98
588,CUST_050,Jeans,Clothing,2023-09-12,54.05,1,54.05
589,CUST_067,iPhone 14,Electronics,2023-06-21,837.53,1,837.53
590,CUST_061,AirPods,Electronics,2023-11-20,148.65,1,148.65
591,CUST_096,Python Programming Book,Books,2023-03-06,43.1,1,43.1
592,CUST_040,Blender,Home & Kitchen,2023-11-28,55.47,2,110.94
593,CUST_019,T-Shirt,Clothing,2023-01-26,21.7,1,21.7
594,CUST_021,Blender,Home & Kitchen,2023-11-03,54.04,1,54.04
595,CUST_004,Coffee Maker,Home & Kitchen,2023-11-07,100.31,2,200.62
596,CUST_067,MacBook Pro,Electronics,2023-12-08,1285.9,2,2571.8
597,CUST_001,Coffee Maker,Home & Kitchen,2023-03-13,74.55,2,149.1
598,CUST_025,iPhone 14,Electronics,2023-07-29,988.99,1,988.99
599,CUST_090,Python Programming Book,Books,2023-10-10,36.42,3,109.26
600,CUST_065,iPhone 14,Electronics,2023-04-03,878.43,3,2635.29
601,CUST_035,T-Shirt,Clothing,2023-08-25,25.16,1,25.16
602,CUST_049,iPhone 14,Electronics,2023-10-29,1133.32,2,2266.64
603,CUST_020,Face Cream,Beauty,2023-12-19,22.41,3,67.23
604,CUST_049,Face Cream,Beauty,2023-07-11,16.35,3,49.05
605,CUST_009,Jeans,Clothing,2023-12-10,62.8,1,62.8
606,CUST_088,AirPods,Electronics,2023-10-04,180.52,3,541.56
607,CUST_041,AirPods,Electronics,2023-02-08,153.46,3,460.38
608,CUST_046,iPhone 14,Electronics,2023-02-14,964.4,3,2893.2
609,CUST_072,iPhone 14,Electronics,2023-04-19,1087.36,1,1087.36
610,CUST_092,Jeans,Clothing,2023-09-07,63.26,1,63.26
611,CUST_087,Coffee Maker,Home & Kitchen,2023-06-07,93.73,1,93.73
612,CUST_082,MacBook Pro,Electronics,2023-05-26,1456.17,2,2912.34
613,CUST_036,Jeans,Clothing,2023-03-23,62.3,3,186.9
614,CUST_040,iPhone 14,Electronics,2023-03-25,961.69,1,961.69
615,CUST_015,Coffee Maker,Home & Kitchen,2023-02-10,96.06,2,192.12
616,CUST_074,Face Cream,Beauty,2023-11-03,21.08,2,42.16
617,CUST_073,AirPods,Electronics,2023-02-08,152.67,2,305.34
618,CUST_002,Blender,Home & Kitchen,2023-04-03,50.67,3,152.01
619,CUST_040,iPhone 14,Electronics,2023-09-15,968.8,1,968.8
620,CUST_035,iPhone 14,Electronics,2023-08-23,1030.87,3,3092.61
621,CUST_090,Jeans,Clothing,2023-12-23,61.4,2,122.8
622,CUST_095,Python Programming Book,Books,2023-10-06,33.07,1,33.07
623,CUST_021,MacBook Pro,Electronics,2023-04-17,1080.35,3,3241.05
624,CUST_073,MacBook Pro,Electronics,2023-05-02,1274.05,3,3822.15
625,CUST_044,Yoga Mat,Sports,2023-12-01,25.18,3,75.54
626,CUST_075,Face Cream,Beauty,2023-02-17,20.8,3,62.4
627,CUST_100,MacBook Pro,Electronics,2023-06-16,1375.77,1,1375.77
628,CUST_037,iPhone 14,Electronics,2023-02-25,1178.65,1,1178.65
629,CUST_019,Face Cream,Beauty,2023-06-06,21.08,2,42.16
630,CUST_043,iPhone 14,Electronics,2023-05-06,1070.84,1,1070.84
631,CUST_069,T-Shirt,Clothing,2023-06-25,24.53,2,49.06
632,CUST_004,MacBook Pro,Electronics,2023-04-23,1158.8,1,1158.8
633,CUST_088,T-Shirt,Clothing,2023-03-08,20.38,2,40.76
634,CUST_064,AirPods,Electronics,2023-08-22,166.54,2,333.08
635,CUST_015,Face Cream,Beauty,2023-09-02,22.67,1,22.67
636,CUST_037,Jeans,Clothing,2023-06-19,69.31,3,207.93
637,CUST_068,Yoga Mat,Sports,2023-10-01,25.05,1,25.05
638,CUST_059,T-Shirt,Clothing,2023-05-06,23.85,1,23.85
639,CUST_022,Jeans,Clothing,2023-03-09,59.46,1,59.46
640,CUST_013,Blender,Home & Kitchen,2023-06-11,56.66,1,56.66
641,CUST_051,MacBook Pro,Electronics,2023-02-11,1141.2,1,1141.2
642,CUST_085,Coffee Maker,Home & Kitchen,2023-01-21,77.94,3,233.82
643,CUST_063,AirPods,Electronics,2023-10-07,189.08,1,189.08
644,CUST_011,AirPods,Electronics,2023-09-30,188.87,2,377.74
645,CUST_024,AirPods,Electronics,2023-09-07,196.61,1,196.61
646,CUST_008,Jeans,Clothing,2023-10-11,65.05,1,65.05
647,CUST_019,Jeans,Clothing,2023-03-05,65.32,2,130.64
648,CUST_045,Blender,Home & Kitchen,2023-02-16,54.91,1,54.91
649,CUST_092,iPhone 14,Electronics,2023-01-05,1150.82,1,1150.82
650,CUST_012,iPhone 14,Electronics,2023-03-11,985.06,3,2955.18
651,CUST_048,T-Shirt,Clothing,2023-04-18,25.88,2,51.76
652,CUST_100,iPhone 14,Electronics,2023-04-12,1104.71,2,2209.42
653,CUST_015,Yoga Mat,Sports,2023-07-22,30.92,3,92.76
654,CUST_051,MacBook Pro,Electronics,2023-08-07,1353.09,3,4059.27
655,CUST_004,AirPods,Electronics,2023-12-31,151.86,3,455.58
656,CUST_045,iPhone 14,Electronics,2023-12-03,919.36,1,919.36
657,CUST_072,Blender,Home & Kitchen,2023-05-27,48.96,3,146.88
658,CUST_013,Coffee Maker,Home & Kitchen,2023-07-08,89.16,2,178.32
659,CUST_093,AirPods,Electronics,2023-08-02,181.95,2,363.9
660,CUST_064,Jeans,Clothing,2023-05-06,55.99,2,111.98
661,CUST_035,Yoga Mat,Sports,2023-07-03,24.1,2,48.2
662,CUST_019,Face Cream,Beauty,2023-09-21,16.71,1,16.71
663,CUST_030,AirPods,Electronics,2023-05-15,168.6,1,168.6
664,CUST_037,Jeans,Clothing,2023-01-01,66.07,1,66.07
665,CUST_005,Yoga Mat,Sports,2023-07-07,34.6,3,103.8
666,CUST_035,Python Programming Book,Books,2023-07-13,39.79,3,119.37
667,CUST_046,Blender,Home & Kitchen,2023-09-17,46.97,3,140.91
668,CUST_003,MacBook Pro,Electronics,2023-07-07,1536.65,1,1536.65
669,CUST_016,Python Programming Book,Books,2023-03-07,40.0,1,40.0
670,CUST_016,MacBook Pro,Electronics,2023-12-24,1409.25,2,2818.5
671,CUST_056,MacBook Pro,Electronics,2023-04-21,1248.67,3,3746.01
672,CUST_087,Coffee Maker,Home & Kitchen,2023-04-30,72.78,3,218.34
673,CUST_053,iPhone 14,Electronics,2023-10-22,1056.18,1,1056.18
674,CUST_053,Jeans,Clothing,2023-09-26,56.58,3,169.74
675,CUST_057,Blender,Home & Kitchen,2023-10-08,57.76,3,173.28
676,CUST_023,Face Cream,Beauty,2023-02-01,22.56,2,45.12
677,CUST_054,T-Shirt,Clothing,2023-02-21,22.41,2,44.82
678,CUST_028,Python Programming Book,Books,2023-02-22,40.83,3,122.49
679,CUST_063,Coffee Maker,Home & Kitchen,2023-09-17,86.44,2,172.88
680,CUST_031,MacBook Pro,Electronics,2023-10-17,1415.28,2,2830.56
681,CUST_076,Yoga Mat,Sports,2023-02-18,26.26,3,78.78
682,CUST_093,MacBook Pro,Electronics,2023-06-03,1407.62,2,2815.24
683,CUST_087,MacBook Pro,Electronics,2023-03-29,1216.98,1,1216.98
684,CUST_044,Yoga Mat,Sports,2023-11-16,25.55,1,25.55
685,CUST_009,T-Shirt,Clothing,2023-06-11,28.91,2,57.82
686,CUST_013,iPhone 14,Electronics,2023-03-24,950.92,2,1901.84
687,CUST_076,Jeans,Clothing,2023-06-28,64.48,1,64.48
688,CUST_090,Yoga Mat,Sports,2023-11-12,24.04,3,72.12
689,CUST_023,Jeans,Clothing,2023-08-01,63.98,3,191.94
690,CUST_033,iPhone 14,Electronics,2023-01-24,1177.58,3,3532.74
691,CUST_073,T-Shirt,Clothing,2023-01-21,26.33,3,78.99
692,CUST_037,iPhone 14,Electronics,2023-10-25,999.42,1,999.42
693,CUST_028,AirPods,Electronics,2023-02-10,151.98,3,455.94
694,CUST_078,Yoga Mat,Sports,2023-08-15,33.2,3,99.6
695,CUST_082,T-Shirt,Clothing,2023-08-17,27.19,3,81.57
696,CUST_009,Blender,Home & Kitchen,2023-11-25,54.6,3,163.8
697,CUST_086,Coffee Maker,Home & Kitchen,2023-04-10,73.29,1,73.29
698,CUST_009,Python Programming Book,Books,2023-08-04,34.0,3,102.0
699,CUST_003,Blender,Home & Kitchen,2023-01-28,53.63,1,53.63
700,CUST_054,T-Shirt,Clothing,2023-03-06,22.86,1,22.86
701,CUST_099,Yoga Mat,Sports,2023-01-13,25.33,1,25.33
702,CUST_010,Jeans,Clothing,2023-02-22,48.34,2,96.68
703,CUST_037,Python Programming Book,Books,2023-04-12,32.3,2,64.6
704,CUST_100,AirPods,Electronics,2023-05-18,197.0,1,197.0
705,CUST_017,Blender,Home & Kitchen,2023-09-25,49.27,1,49.27
706,CUST_100,Face Cream,Beauty,2023-07-07,22.09,2,44.18
707,CUST_028,iPhone 14,Electronics,2023-09-29,1142.84,2,2285.68
708,CUST_053,Yoga Mat,Sports,2023-06-19,26.17,2,52.34
709,CUST_007,Jeans,Clothing,2023-08-12,66.54,1,66.54
710,CUST_058,T-Shirt,Clothing,2023-01-07,23.71,1,23.71
711,CUST_016,Jeans,Clothing,2023-07-27,71.37,1,71.37
712,CUST_051,Python Programming Book,Books,2023-06-09,41.69,1,41.69
713,CUST_072,Blender,Home & Kitchen,2023-02-14,46.05,3,138.15
714,CUST_067,MacBook Pro,Electronics,2023-06-06,1291.71,2,2583.42
715,CUST_079,Coffee Maker,Home & Kitchen,2023-05-04,92.95,2,185.9
716,CUST_009,Jeans,Clothing,2023-04-29,63.46,2,126.92
717,CUST_032,Blender,Home & Kitchen,2023-01-28,44.09,1,44.09
718,CUST_090,Face Cream,Beauty,2023-07-18,20.97,1,20.97
719,CUST_010,AirPods,Electronics,2023-10-28,214.67,3,644.01
720,CUST_072,T-Shirt,Clothing,2023-12-26,21.63,3,64.89
721,CUST_075,iPhone 14,Electronics,2023-11-17,1166.98,3,3500.94
722,CUST_088,Yoga Mat,Sports,2023-07-07,24.72,3,74.16
723,CUST_046,Face Cream,Beauty,2023-08-30,23.43,1,23.43
724,CUST_084,Yoga Mat,Sports,2023-11-04,24.53,3,73.59
725,CUST_033,Face Cream,Beauty,2023-08-14,23.69,1,23.69
726,CUST_006,Blender,Home & Kitchen,2023-10-21,49.18,2,98.36
727,CUST_074,AirPods,Electronics,2023-10-29,206.19,2,412.38
728,CUST_008,iPhone 14,Electronics,2023-08-23,1192.47,1,1192.47
729,CUST_077,Blender,Home & Kitchen,2023-02-19,43.93,1,43.93
730,CUST_099,Python Programming Book,Books,2023-09-09,47.69,3,143.07
731,CUST_076,Jeans,Clothing,2023-05-19,70.05,1,70.05
732,CUST_087,Blender,Home & Kitchen,2023-11-07,40.25,2,80.5
733,CUST_006,AirPods,Electronics,2023-09-17,209.36,1,209.36
734,CUST_098,Jeans,Clothing,2023-09-30,71.2,2,142.4
735,CUST_008,Face Cream,Beauty,2023-05-21,21.74,2,43.48
736,CUST_094,Coffee Maker,Home & Kitchen,2023-11-17,77.85,1,77.85
737,CUST_088,Blender,Home & Kitchen,2023-08-30,49.97,1,49.97
738,CUST_009,T-Shirt,Clothing,2023-03-15,23.76,1,23.76
739,CUST_028,Jeans,Clothing,2023-09-12,55.71,2,111.42
740,CUST_066,Python Programming Book,Books,2023-02-24,36.05,3,108.15
741,CUST_027,AirPods,Electronics,2023-12-15,144.02,1,144.02
742,CUST_100,Blender,Home & Kitchen,2023-09-22,58.38,3,175.14
743,CUST_001,Yoga Mat,Sports,2023-06-09,29.77,1,29.77
744,CUST_067,AirPods,Electronics,2023-04-27,212.46,3,637.38
745,CUST_091,iPhone 14,Electronics,2023-12-12,1196.96,2,2393.92
746,CUST_093,MacBook Pro,Electronics,2023-06-30,1165.0,1,1165.0
747,CUST_058,T-Shirt,Clothing,2023-06-03,25.05,3,75.15
